,btc_loss,btc_val_loss,oil_loss,oil_val_loss,corr_loss,corr_val_loss
0,0.005994900595396757,0.000677491188980639,0.05958600714802742,0.002271221252158284,0.014763345010578632,0.0018288185819983482
1,0.0005909592728130519,0.0008853152394294739,0.0062473914586007595,0.0004844574141316116,0.0011718552559614182,0.0013678462710231543
2,0.0004849722026847303,0.001058433554135263,0.004582391120493412,0.0016556000337004662,0.0008516627713106573,0.0009071652893908322
3,0.0005744027439504862,0.0018447089241817594,0.0037733938079327345,0.0003961852635256946,0.0006751875043846667,0.0008035890059545636
4,0.0004362500330898911,0.0014302837662398815,0.0032047859858721495,0.0010277405381202698,0.0006681549130007625,0.0011160395806655288
5,0.00046111055416986346,0.000769989041145891,0.002712927758693695,0.001468159956857562,0.0005951524944975972,0.0011252056574448943
6,0.0004452155262697488,0.0007981991511769593,0.002248387550935149,0.0027882123831659555,0.0006012762314639986,0.0009100608294829726
7,0.00043702503899112344,0.000497797504067421,0.0020874158944934607,0.003755158046260476,0.0004900511121377349,0.0017382081132382154
8,0.0004069791466463357,0.0004862955247517675,0.0019350266084074974,0.0031819697469472885,0.000585273839533329,0.001098818494938314
9,0.00036254568840377033,0.001064590527676046,0.0018076170235872269,0.001594720990397036,0.0005902978009544313,0.0011788574047386646
10,0.00036067632026970387,0.001108658849261701,0.0015525227645412087,0.0013822782784700394,0.0005534616648219526,0.0008881539106369019
11,0.0003677734057419002,0.0015482304152101278,0.001565292477607727,0.0026922367978841066,0.0004923712112940848,0.0011530672200024128
12,0.0004000580229330808,0.0007562012178823352,0.00133040570653975,0.0008862426038831472,0.0004844841605518013,0.0015673551242798567
13,0.00034031685208901763,0.0024808708112686872,0.0012260599760338664,0.00048268010141327977,0.0004606942238751799,0.0017402481753379107
14,0.00033725856337696314,0.0008054826175794005,0.0011693491833284497,0.001200930681079626,0.0005059899413026869,0.0010727188782766461
15,0.000320383463986218,0.0012009399943053722,0.0011031687026843429,0.0005033881170675159,0.0004591887700371444,0.0011936636874452233
16,0.00030290961149148643,0.0011211661621928215,0.0009879329008981586,0.0005286452360451221,0.00043932898552156985,0.0014687614748254418
17,0.0002816517080646008,0.001244888175278902,0.0008513021166436374,0.00027144793421030045,0.00041256489930674434,0.0013066241517663002
18,0.000301467691315338,0.001796902623027563,0.0007796161808073521,0.0009294166229665279,0.00037118804175406694,0.0012837802059948444
19,0.00031225651036947966,0.0017275783466175199,0.0007912631845101714,0.0005057849921286106,0.00038968047010712326,0.001077660359442234
20,0.0002901483967434615,0.0006650282302871346,0.0006936686695553362,0.0003626944962888956,0.00041144262650050223,0.0034268577583134174
21,0.00033000169787555933,0.0013752623926848173,0.000630916329100728,0.0004792322579305619,0.00034960953053086996,0.00174142443574965
22,0.0002810932928696275,0.001066246535629034,0.0006399023113772273,0.0006689769215881824,0.0004035978054162115,0.002855805680155754
23,0.000259289110545069,0.001999602187424898,0.0006177016766741872,0.0007031473214738071,0.0004277840780559927,0.0009482041350565851
24,0.00026904570404440165,0.0018103725742548704,0.0005722643691115081,0.0003151872952003032,0.0004137112118769437,0.0012159926118329167
25,0.00027214293368160725,0.001796499826014042,0.0005968833575025201,0.00024968734942376614,0.0004373155243229121,0.0027608722448349
26,0.00029110003379173577,0.0016738810809329152,0.0005486183217726648,0.00027634366415441036,0.00040741951670497656,0.001229496207088232
